,日期,质量等级,AQI,PM2.5,PM10,SO2,CO,NO2,O3,年,月,季度,AQI等级,优,良,轻度污染,中度污染,重度污染,严重污染
496,2015/5/12,良,54.0,19.0,44.0,2.0,0.5,41.0,105.0,2015,5,2季度,良,0,1,0,0,0,0
497,2015/5/13,良,98.0,57.0,133.0,4.0,0.8,66.0,158.0,2015,5,2季度,良,0,1,0,0,0,0
498,2015/5/14,良,57.0,20.0,62.0,5.0,0.3,29.0,108.0,2015,5,2季度,良,0,1,0,0,0,0
499,2015/5/15,良,67.0,23.0,47.0,3.0,0.4,26.0,120.0,2015,5,2季度,良,0,1,0,0,0,0
500,2015/5/16,轻度污染,116.0,46.0,96.0,8.0,0.7,43.0,178.0,2015,5,2季度,轻度污染,0,0,1,0,0,0
501,2015/5/17,中度污染,166.0,126.0,182.0,15.0,1.2,43.0,165.0,2015,5,2季度,中度污染,0,0,0,1,0,0
502,2015/5/18,良,75.0,55.0,93.0,3.0,0.5,33.0,105.0,2015,5,2季度,良,0,1,0,0,0,0
503,2015/5/19,优,49.0,11.0,49.0,2.0,0.3,16.0,93.0,2015,5,2季度,优,1,0,0,0,0,0
504,2015/5/20,良,63.0,16.0,37.0,2.0,0.3,22.0,116.0,2015,5,2季度,良,0,1,0,0,0,0
505,2015/5/21,良,91.0,33.0,84.0,6.0,0.5,43.0,149.0,2015,5,2季度,良,0,1,0,0,0,0
506,2015/5/22,轻度污染,137.0,52.0,89.0,12.0,0.8,41.0,201.0,2015,5,2季度,轻度污染,0,0,1,0,0,0
507,2015/5/23,中度污染,179.0,95.0,139.0,16.0,1.0,53.0,244.0,2015,5,2季度,中度污染,0,0,0,1,0,0
508,2015/5/24,中度污染,178.0,115.0,164.0,16.0,1.2,56.0,243.0,2015,5,2季度,中度污染,0,0,0,1,0,0
509,2015/5/25,重度污染,203.0,101.0,166.0,24.0,1.2,47.0,281.0,2015,5,2季度,重度污染,0,0,0,0,1,0
510,2015/5/26,中度污染,191.0,87.0,149.0,19.0,0.9,38.0,256.0,2015,5,2季度,中度污染,0,0,0,1,0,0
511,2015/5/27,中度污染,160.0,92.0,141.0,11.0,0.9,33.0,225.0,2015,5,2季度,中度污染,0,0,0,1,0,0
512,2015/5/28,中度污染,151.0,116.0,151.0,23.0,1.2,36.0,197.0,2015,5,2季度,中度污染,0,0,0,1,0,0
513,2015/5/29,轻度污染,104.0,61.0,94.0,5.0,0.8,42.0,164.0,2015,5,2季度,轻度污染,0,0,1,0,0,0
514,2015/5/30,轻度污染,136.0,54.0,90.0,6.0,0.8,39.0,200.0,2015,5,2季度,轻度污染,0,0,1,0,0,0
515,2015/5/31,中度污染,153.0,55.0,102.0,15.0,0.9,44.0,218.0,2015,5,2季度,中度污染,0,0,0,1,0,0
516,2015/6/1,中度污染,159.0,88.0,166.0,14.0,1.0,46.0,224.0,2015,6,2季度,中度污染,0,0,0,1,0,0
517,2015/6/2,轻度污染,103.0,30.0,63.0,4.0,0.5,26.0,163.0,2015,6,2季度,轻度污染,0,0,1,0,0,0
518,2015/6/3,良,75.0,32.0,101.0,6.0,0.5,36.0,128.0,2015,6,2季度,良,0,1,0,0,0,0
519,2015/6/4,良,70.0,51.0,90.0,7.0,3.4,55.0,96.0,2015,6,2季度,良,0,1,0,0,0,0
520,2015/6/5,良,68.0,49.0,52.0,5.0,6.8,45.0,65.0,2015,6,2季度,良,0,1,0,0,0,0
521,2015/6/6,良,79.0,25.0,62.0,3.0,5.0,32.0,135.0,2015,6,2季度,良,0,1,0,0,0,0
522,2015/6/7,优,43.0,14.0,32.0,4.0,2.6,30.0,86.0,2015,6,2季度,优,1,0,0,0,0,0
523,2015/6/8,良,69.0,18.0,35.0,4.0,0.5,35.0,123.0,2015,6,2季度,良,0,1,0,0,0,0
524,2015/6/9,轻度污染,134.0,49.0,87.0,15.0,1.1,49.0,197.0,2015,6,2季度,轻度污染,0,0,1,0,0,0
525,2015/6/10,良,100.0,75.0,74.0,4.0,1.1,34.0,154.0,2015,6,2季度,良,0,1,0,0,0,0
526,2015/6/11,优,48.0,20.0,25.0,3.0,0.6,21.0,96.0,2015,6,2季度,优,1,0,0,0,0,0
527,2015/6/12,优,44.0,8.0,22.0,3.0,0.4,22.0,87.0,2015,6,2季度,优,1,0,0,0,0,0
528,2015/6/13,良,65.0,11.0,27.0,3.0,0.4,18.0,118.0,2015,6,2季度,良,0,1,0,0,0,0
529,2015/6/14,良,98.0,19.0,37.0,3.0,0.5,29.0,158.0,2015,6,2季度,良,0,1,0,0,0,0
530,2015/6/15,中度污染,166.0,85.0,121.0,15.0,1.2,40.0,231.0,2015,6,2季度,中度污染,0,0,0,1,0,0
531,2015/6/16,中度污染,177.0,104.0,144.0,12.0,1.2,50.0,242.0,2015,6,2季度,中度污染,0,0,0,1,0,0
532,2015/6/17,轻度污染,126.0,42.0,67.0,3.0,0.8,36.0,189.0,2015,6,2季度,轻度污染,0,0,1,0,0,0
533,2015/6/18,良,53.0,19.0,32.0,2.0,0.5,28.0,103.0,2015,6,2季度,良,0,1,0,0,0,0
534,2015/6/19,优,35.0,14.0,33.0,2.0,0.5,24.0,70.0,2015,6,2季度,优,1,0,0,0,0,0
535,2015/6/20,轻度污染,103.0,23.0,39.0,2.0,0.6,37.0,163.0,2015,6,2季度,轻度污染,0,0,1,0,0,0
536,2015/6/21,轻度污染,137.0,41.0,73.0,5.0,0.6,39.0,201.0,2015,6,2季度,轻度污染,0,0,1,0,0,0
537,2015/6/22,中度污染,163.0,90.0,117.0,16.0,1.1,38.0,228.0,2015,6,2季度,中度污染,0,0,0,1,0,0
538,2015/6/23,重度污染,231.0,181.0,178.0,15.0,1.7,39.0,238.0,2015,6,2季度,重度污染,0,0,0,0,1,0
539,2015/6/24,中度污染,159.0,121.0,123.0,9.0,1.1,43.0,190.0,2015,6,2季度,中度污染,0,0,0,1,0,0
540,2015/6/25,中度污染,164.0,125.0,111.0,6.0,1.0,51.0,128.0,2015,6,2季度,中度污染,0,0,0,1,0,0
541,2015/6/26,轻度污染,139.0,106.0,23.0,2.0,0.9,24.0,200.0,2015,6,2季度,轻度污染,0,0,1,0,0,0
542,2015/6/27,轻度污染,120.0,89.0,51.0,4.0,0.8,32.0,182.0,2015,6,2季度,轻度污染,0,0,1,0,0,0
543,2015/6/28,中度污染,197.0,148.0,57.0,8.0,1.2,34.0,219.0,2015,6,2季度,中度污染,0,0,0,1,0,0
544,2015/6/29,中度污染,154.0,118.0,39.0,5.0,1.1,42.0,178.0,2015,6,2季度,中度污染,0,0,0,1,0,0
545,2015/6/30,良,52.0,15.0,20.0,2.0,0.4,27.0,102.0,2015,6,2季度,良,0,1,0,0,0,0
546,2015/7/1,优,41.0,18.0,38.0,3.0,0.4,34.0,82.0,2015,7,3季度,优,1,0,0,0,0,0
547,2015/7/2,优,46.0,8.0,20.0,4.0,0.3,28.0,92.0,2015,7,3季度,优,1,0,0,0,0,0
548,2015/7/3,轻度污染,116.0,24.0,60.0,11.0,0.9,34.0,178.0,2015,7,3季度,轻度污染,0,0,1,0,0,0
549,2015/7/4,良,92.0,33.0,59.0,6.0,0.7,45.0,150.0,2015,7,3季度,良,0,1,0,0,0,0
550,2015/7/5,中度污染,160.0,62.0,71.0,9.0,1.0,36.0,225.0,2015,7,3季度,中度污染,0,0,0,1,0,0
551,2015/7/6,中度污染,156.0,69.0,76.0,10.0,1.1,33.0,221.0,2015,7,3季度,中度污染,0,0,0,1,0,0
552,2015/7/7,中度污染,160.0,67.0,86.0,7.0,0.9,32.0,225.0,2015,7,3季度,中度污染,0,0,0,1,0,0
553,2015/7/8,中度污染,175.0,125.0,132.0,8.0,1.1,35.0,240.0,2015,7,3季度,中度污染,0,0,0,1,0,0
554,2015/7/9,中度污染,172.0,72.0,92.0,11.0,0.8,37.0,237.0,2015,7,3季度,中度污染,0,0,0,1,0,0
555,2015/7/10,轻度污染,145.0,50.0,82.0,9.0,0.7,32.0,210.0,2015,7,3季度,轻度污染,0,0,1,0,0,0
556,2015/7/11,中度污染,181.0,103.0,126.0,10.0,1.1,35.0,246.0,2015,7,3季度,中度污染,0,0,0,1,0,0
557,2015/7/12,中度污染,200.0,108.0,158.0,5.0,0.9,46.0,267.0,2015,7,3季度,中度污染,0,0,0,1,0,0
558,2015/7/13,中度污染,176.0,49.0,84.0,3.0,0.6,43.0,241.0,2015,7,3季度,中度污染,0,0,0,1,0,0
559,2015/7/14,轻度污染,147.0,35.0,65.0,4.0,0.6,30.0,212.0,2015,7,3季度,轻度污染,0,0,1,0,0,0
560,2015/7/15,良,85.0,34.0,62.0,3.0,0.6,47.0,142.0,2015,7,3季度,良,0,1,0,0,0,0
561,2015/7/16,良,54.0,37.0,47.0,2.0,0.7,29.0,105.0,2015,7,3季度,良,0,1,0,0,0,0
562,2015/7/17,优,50.0,35.0,43.0,2.0,0.8,32.0,91.0,2015,7,3季度,优,1,0,0,0,0,0
563,2015/7/18,良,78.0,47.0,30.0,2.0,0.8,26.0,134.0,2015,7,3季度,良,0,1,0,0,0,0
564,2015/7/19,良,89.0,66.0,33.0,2.0,0.9,32.0,124.0,2015,7,3季度,良,0,1,0,0,0,0
565,2015/7/20,轻度污染,118.0,89.0,144.0,2.0,0.9,33.0,142.0,2015,7,3季度,轻度污染,0,0,1,0,0,0
566,2015/7/21,中度污染,176.0,133.0,,2.0,1.1,33.0,151.0,2015,7,3季度,中度污染,0,0,0,1,0,0
567,2015/7/22,轻度污染,110.0,62.0,55.0,2.0,0.7,35.0,171.0,2015,7,3季度,轻度污染,0,0,1,0,0,0
568,2015/7/23,良,70.0,41.0,54.0,2.0,0.8,48.0,123.0,2015,7,3季度,良,0,1,0,0,0,0
569,2015/7/24,轻度污染,138.0,50.0,77.0,2.0,0.9,46.0,201.0,2015,7,3季度,轻度污染,0,0,1,0,0,0
570,2015/7/25,中度污染,158.0,90.0,108.0,3.0,1.0,38.0,223.0,2015,7,3季度,中度污染,0,0,0,1,0,0
571,2015/7/26,中度污染,151.0,104.0,123.0,4.0,1.0,33.0,216.0,2015,7,3季度,中度污染,0,0,0,1,0,0
572,2015/7/27,轻度污染,130.0,75.0,133.0,3.0,0.9,33.0,192.0,2015,7,3季度,轻度污染,0,0,1,0,0,0
573,2015/7/28,轻度污染,109.0,52.0,76.0,2.0,0.8,30.0,169.0,2015,7,3季度,轻度污染,0,0,1,0,0,0
574,2015/7/29,轻度污染,138.0,86.0,55.0,2.0,0.9,35.0,201.0,2015,7,3季度,轻度污染,0,0,1,0,0,0
575,2015/7/30,良,75.0,44.0,52.0,2.0,0.9,28.0,129.0,2015,7,3季度,良,0,1,0,0,0,0
576,2015/7/31,良,85.0,26.0,41.0,2.0,0.7,26.0,142.0,2015,7,3季度,良,0,1,0,0,0,0
577,2015/8/1,良,90.0,67.0,72.0,3.0,1.3,47.0,100.0,2015,8,3季度,良,0,1,0,0,0,0
578,2015/8/2,轻度污染,102.0,74.0,88.0,2.0,1.2,27.0,162.0,2015,8,3季度,轻度污染,0,0,1,0,0,0
579,2015/8/3,良,82.0,60.0,33.0,4.0,1.1,33.0,101.0,2015,8,3季度,良,0,1,0,0,0,0
580,2015/8/4,轻度污染,110.0,21.0,54.0,4.0,0.5,32.0,171.0,2015,8,3季度,轻度污染,0,0,1,0,0,0
581,2015/8/5,轻度污染,127.0,64.0,102.0,3.0,1.0,40.0,189.0,2015,8,3季度,轻度污染,0,0,1,0,0,0
582,2015/8/6,轻度污染,119.0,58.0,95.0,2.0,0.8,31.0,180.0,2015,8,3季度,轻度污染,0,0,1,0,0,0
583,2015/8/7,轻度污染,119.0,90.0,,4.0,1.1,33.0,167.0,2015,8,3季度,轻度污染,0,0,1,0,0,0
584,2015/8/8,轻度污染,110.0,40.0,72.0,3.0,0.7,34.0,171.0,2015,8,3季度,轻度污染,0,0,1,0,0,0
585,2015/8/9,中度污染,152.0,53.0,85.0,3.0,0.8,37.0,217.0,2015,8,3季度,中度污染,0,0,0,1,0,0
586,2015/8/10,轻度污染,112.0,42.0,80.0,2.0,0.7,38.0,173.0,2015,8,3季度,轻度污染,0,0,1,0,0,0
587,2015/8/11,中度污染,175.0,91.0,128.0,6.0,1.4,36.0,240.0,2015,8,3季度,中度污染,0,0,0,1,0,0
588,2015/8/12,中度污染,161.0,81.0,129.0,4.0,1.0,36.0,226.0,2015,8,3季度,中度污染,0,0,0,1,0,0
589,2015/8/13,重度污染,202.0,120.0,160.0,7.0,1.3,41.0,275.0,2015,8,3季度,重度污染,0,0,0,0,1,0
590,2015/8/14,轻度污染,119.0,58.0,95.0,4.0,0.8,35.0,180.0,2015,8,3季度,轻度污染,0,0,1,0,0,0
591,2015/8/15,良,80.0,22.0,54.0,3.0,0.6,36.0,135.0,2015,8,3季度,良,0,1,0,0,0,0
592,2015/8/16,重度污染,201.0,38.0,89.0,6.0,0.7,40.0,270.0,2015,8,3季度,重度污染,0,0,0,0,1,0
593,2015/8/17,轻度污染,145.0,80.0,161.0,8.0,1.0,40.0,209.0,2015,8,3季度,轻度污染,0,0,1,0,0,0
594,2015/8/18,良,90.0,48.0,82.0,3.0,0.8,34.0,147.0,2015,8,3季度,良,0,1,0,0,0,0
595,2015/8/19,良,97.0,51.0,65.0,2.0,0.8,38.0,156.0,2015,8,3季度,良,0,1,0,0,0,0
596,2015/8/20,良,100.0,33.0,51.0,2.0,0.6,26.0,160.0,2015,8,3季度,良,0,1,0,0,0,0
597,2015/8/21,良,94.0,14.0,37.0,2.0,0.4,25.0,152.0,2015,8,3季度,良,0,1,0,0,0,0
598,2015/8/22,良,56.0,17.0,38.0,4.0,0.6,20.0,107.0,2015,8,3季度,良,0,1,0,0,0,0
599,2015/8/23,良,53.0,21.0,33.0,4.0,0.8,23.0,103.0,2015,8,3季度,良,0,1,0,0,0,0
600,2015/8/24,良,55.0,13.0,28.0,2.0,0.5,22.0,106.0,2015,8,3季度,良,0,1,0,0,0,0
601,2015/8/25,优,50.0,14.0,27.0,2.0,0.5,23.0,99.0,2015,8,3季度,优,1,0,0,0,0,0
602,2015/8/26,良,61.0,12.0,27.0,2.0,0.4,23.0,113.0,2015,8,3季度,良,0,1,0,0,0,0
603,2015/8/27,良,60.0,12.0,26.0,2.0,0.4,25.0,111.0,2015,8,3季度,良,0,1,0,0,0,0
604,2015/8/28,良,70.0,16.0,38.0,3.0,0.5,24.0,124.0,2015,8,3季度,良,0,1,0,0,0,0
605,2015/8/29,轻度污染,118.0,28.0,48.0,2.0,0.6,21.0,179.0,2015,8,3季度,轻度污染,0,0,1,0,0,0
606,2015/8/30,良,74.0,28.0,32.0,2.0,0.9,25.0,128.0,2015,8,3季度,良,0,1,0,0,0,0
607,2015/8/31,优,37.0,25.0,29.0,2.0,0.7,25.0,73.0,2015,8,3季度,优,1,0,0,0,0,0
608,2015/9/1,优,34.0,11.0,20.0,2.0,0.5,20.0,67.0,2015,9,3季度,优,1,0,0,0,0,0
609,2015/9/2,优,44.0,10.0,19.0,2.0,0.4,20.0,87.0,2015,9,3季度,优,1,0,0,0,0,0
610,2015/9/3,良,74.0,15.0,30.0,2.0,0.5,19.0,128.0,2015,9,3季度,良,0,1,0,0,0,0
611,2015/9/4,良,64.0,46.0,,3.0,1.5,26.0,101.0,2015,9,3季度,良,0,1,0,0,0,0
612,2015/9/5,优,44.0,18.0,20.0,2.0,0.7,23.0,88.0,2015,9,3季度,优,1,0,0,0,0,0
613,2015/9/6,良,63.0,17.0,34.0,2.0,0.5,30.0,115.0,2015,9,3季度,良,0,1,0,0,0,0
614,2015/9/7,良,84.0,25.0,44.0,3.0,0.7,38.0,140.0,2015,9,3季度,良,0,1,0,0,0,0
615,2015/9/8,轻度污染,104.0,52.0,82.0,6.0,0.9,53.0,164.0,2015,9,3季度,轻度污染,0,0,1,0,0,0
616,2015/9/9,优,50.0,32.0,50.0,3.0,0.7,40.0,94.0,2015,9,3季度,优,1,0,0,0,0,0
617,2015/9/10,优,37.0,8.0,14.0,2.0,0.4,29.0,41.0,2015,9,3季度,优,1,0,0,0,0,0
618,2015/9/11,优,35.0,9.0,16.0,2.0,0.4,26.0,69.0,2015,9,3季度,优,1,0,0,0,0,0
619,2015/9/12,优,34.0,9.0,24.0,2.0,0.4,27.0,68.0,2015,9,3季度,优,1,0,0,0,0,0
620,2015/9/13,良,57.0,20.0,51.0,3.0,0.6,45.0,105.0,2015,9,3季度,良,0,1,0,0,0,0
621,2015/9/14,良,89.0,66.0,105.0,10.0,0.9,58.0,145.0,2015,9,3季度,良,0,1,0,0,0,0
622,2015/9/15,轻度污染,140.0,105.0,134.0,13.0,1.2,62.0,204.0,2015,9,3季度,轻度污染,0,0,1,0,0,0
623,2015/9/16,中度污染,169.0,128.0,152.0,8.0,1.2,62.0,180.0,2015,9,3季度,中度污染,0,0,0,1,0,0
624,2015/9/17,重度污染,201.0,151.0,166.0,10.0,1.3,69.0,181.0,2015,9,3季度,重度污染,0,0,0,0,1,0
625,2015/9/18,轻度污染,102.0,76.0,77.0,3.0,0.9,49.0,110.0,2015,9,3季度,轻度污染,0,0,1,0,0,0
626,2015/9/19,良,69.0,23.0,51.0,3.0,0.6,55.0,95.0,2015,9,3季度,良,0,1,0,0,0,0
627,2015/9/20,轻度污染,114.0,86.0,112.0,9.0,1.0,51.0,146.0,2015,9,3季度,轻度污染,0,0,1,0,0,0
628,2015/9/21,轻度污染,133.0,101.0,134.0,17.0,1.3,67.0,176.0,2015,9,3季度,轻度污染,0,0,1,0,0,0
629,2015/9/22,中度污染,179.0,135.0,,10.0,1.5,60.0,108.0,2015,9,3季度,中度污染,0,0,0,1,0,0
630,2015/9/23,良,57.0,32.0,60.0,2.0,0.7,45.0,98.0,2015,9,3季度,良,0,1,0,0,0,0
631,2015/9/24,轻度污染,124.0,94.0,102.0,4.0,1.2,53.0,121.0,2015,9,3季度,轻度污染,0,0,1,0,0,0
632,2015/9/25,优,49.0,22.0,44.0,3.0,0.6,39.0,82.0,2015,9,3季度,优,1,0,0,0,0,0
633,2015/9/26,良,74.0,34.0,72.0,7.0,0.7,48.0,128.0,2015,9,3季度,良,0,1,0,0,0,0
634,2015/9/27,良,73.0,48.0,85.0,3.0,0.7,58.0,113.0,2015,9,3季度,良,0,1,0,0,0,0
635,2015/9/28,良,68.0,49.0,62.0,4.0,1.3,46.0,59.0,2015,9,3季度,良,0,1,0,0,0,0
636,2015/9/29,良,62.0,44.0,,3.0,1.1,45.0,20.0,2015,9,3季度,良,0,1,0,0,0,0
637,2015/9/30,优,48.0,30.0,,3.0,0.7,38.0,48.0,2015,9,3季度,优,1,0,0,0,0,0
638,2015/10/1,优,33.0,14.0,29.0,2.0,0.3,25.0,65.0,2015,10,4季度,优,1,0,0,0,0,0
639,2015/10/2,良,59.0,30.0,68.0,3.0,0.6,47.0,88.0,2015,10,4季度,良,0,1,0,0,0,0
640,2015/10/3,良,62.0,28.0,69.0,4.0,0.7,49.0,85.0,2015,10,4季度,良,0,1,0,0,0,0
641,2015/10/4,轻度污染,149.0,114.0,155.0,10.0,1.3,77.0,125.0,2015,10,4季度,轻度污染,0,0,1,0,0,0
642,2015/10/5,重度污染,272.0,222.0,244.0,9.0,1.7,80.0,180.0,2015,10,4季度,重度污染,0,0,0,0,1,0
643,2015/10/6,严重污染,343.0,293.0,327.0,7.0,2.0,84.0,200.0,2015,10,4季度,严重污染,0,0,0,0,0,1
644,2015/10/7,严重污染,310.0,260.0,83.0,8.0,1.8,76.0,128.0,2015,10,4季度,严重污染,0,0,0,0,0,1
645,2015/10/8,优,35.0,11.0,28.0,2.0,0.3,23.0,70.0,2015,10,4季度,优,1,0,0,0,0,0
646,2015/10/9,优,39.0,16.0,39.0,3.0,0.4,29.0,64.0,2015,10,4季度,优,1,0,0,0,0,0
647,2015/10/10,优,27.0,8.0,23.0,2.0,0.3,17.0,54.0,2015,10,4季度,优,1,0,0,0,0,0
648,2015/10/11,优,37.0,10.0,25.0,2.0,0.3,21.0,73.0,2015,10,4季度,优,1,0,0,0,0,0
649,2015/10/12,良,60.0,18.0,47.0,3.0,0.5,48.0,70.0,2015,10,4季度,良,0,1,0,0,0,0
650,2015/10/13,良,84.0,35.0,73.0,6.0,0.8,67.0,68.0,2015,10,4季度,良,0,1,0,0,0,0
651,2015/10/14,轻度污染,135.0,103.0,147.0,16.0,2.0,96.0,66.0,2015,10,4季度,轻度污染,0,0,1,0,0,0
652,2015/10/15,轻度污染,143.0,109.0,147.0,9.0,1.4,91.0,123.0,2015,10,4季度,轻度污染,0,0,1,0,0,0
653,2015/10/16,重度污染,253.0,203.0,236.0,13.0,2.1,111.0,159.0,2015,10,4季度,重度污染,0,0,0,0,1,0
654,2015/10/17,严重污染,344.0,294.0,,13.0,2.5,119.0,97.0,2015,10,4季度,严重污染,0,0,0,0,0,1
655,2015/10/18,良,64.0,46.0,68.0,7.0,0.8,41.0,50.0,2015,10,4季度,良,0,1,0,0,0,0
656,2015/10/19,良,78.0,57.0,103.0,6.0,0.9,61.0,46.0,2015,10,4季度,良,0,1,0,0,0,0
657,2015/10/20,良,99.0,74.0,113.0,9.0,1.4,65.0,15.0,2015,10,4季度,良,0,1,0,0,0,0
658,2015/10/21,良,70.0,51.0,77.0,2.0,0.9,41.0,28.0,2015,10,4季度,良,0,1,0,0,0,0
659,2015/10/22,良,54.0,29.0,49.0,2.0,0.7,43.0,25.0,2015,10,4季度,良,0,1,0,0,0,0
660,2015/10/23,良,74.0,54.0,77.0,3.0,0.9,53.0,45.0,2015,10,4季度,良,0,1,0,0,0,0
661,2015/10/24,良,75.0,55.0,76.0,6.0,1.0,53.0,51.0,2015,10,4季度,良,0,1,0,0,0,0
662,2015/10/25,良,74.0,37.0,84.0,10.0,0.9,59.0,23.0,2015,10,4季度,良,0,1,0,0,0,0
663,2015/10/26,良,63.0,28.0,75.0,2.0,0.5,29.0,51.0,2015,10,4季度,良,0,1,0,0,0,0
664,2015/10/27,优,48.0,15.0,48.0,3.0,0.5,37.0,52.0,2015,10,4季度,优,1,0,0,0,0,0
665,2015/10/28,优,30.0,8.0,20.0,3.0,0.3,24.0,57.0,2015,10,4季度,优,1,0,0,0,0,0
666,2015/10/29,优,30.0,7.0,22.0,3.0,0.3,20.0,59.0,2015,10,4季度,优,1,0,0,0,0,0
667,2015/10/30,良,58.0,25.0,52.0,4.0,0.7,46.0,44.0,2015,10,4季度,良,0,1,0,0,0,0
668,2015/10/31,良,73.0,43.0,70.0,5.0,0.8,58.0,42.0,2015,10,4季度,良,0,1,0,0,0,0
669,2015/11/1,良,98.0,72.0,106.0,7.0,1.0,78.0,39.0,2015,11,4季度,良,0,1,0,0,0,0
670,2015/11/2,轻度污染,102.0,76.0,116.0,8.0,1.4,78.0,44.0,2015,11,4季度,轻度污染,0,0,1,0,0,0
671,2015/11/3,中度污染,199.0,149.0,181.0,16.0,1.9,90.0,63.0,2015,11,4季度,中度污染,0,0,0,1,0,0
672,2015/11/4,重度污染,260.0,210.0,,15.0,2.0,108.0,29.0,2015,11,4季度,重度污染,0,0,0,0,1,0
673,2015/11/5,轻度污染,144.0,110.0,,6.0,1.0,53.0,26.0,2015,11,4季度,轻度污染,0,0,1,0,0,0
674,2015/11/6,优,37.0,20.0,9.0,2.0,0.5,29.0,38.0,2015,11,4季度,优,1,0,0,0,0,0
675,2015/11/7,优,37.0,19.0,,2.0,0.5,29.0,41.0,2015,11,4季度,优,1,0,0,0,0,0
676,2015/11/8,良,82.0,60.0,89.0,3.0,0.9,46.0,37.0,2015,11,4季度,良,0,1,0,0,0,0
677,2015/11/9,中度污染,163.0,124.0,,4.0,1.6,56.0,7.0,2015,11,4季度,中度污染,0,0,0,1,0,0
678,2015/11/10,中度污染,175.0,132.0,,4.0,1.6,55.0,5.0,2015,11,4季度,中度污染,0,0,0,1,0,0
679,2015/11/11,轻度污染,137.0,104.0,,4.0,1.9,55.0,11.0,2015,11,4季度,轻度污染,0,0,1,0,0,0
680,2015/11/12,重度污染,205.0,155.0,136.0,6.0,2.5,60.0,3.0,2015,11,4季度,重度污染,0,0,0,0,1,0
681,2015/11/13,重度污染,258.0,208.0,188.0,15.0,3.1,70.0,4.0,2015,11,4季度,重度污染,0,0,0,0,1,0
682,2015/11/14,严重污染,324.0,274.0,298.0,17.0,3.6,83.0,11.0,2015,11,4季度,严重污染,0,0,0,0,0,1
683,2015/11/15,重度污染,246.0,196.0,,13.0,3.2,70.0,31.0,2015,11,4季度,重度污染,0,0,0,0,1,0
684,2015/11/16,良,79.0,58.0,85.0,10.0,1.5,52.0,18.0,2015,11,4季度,良,0,1,0,0,0,0
685,2015/11/17,良,82.0,60.0,86.0,7.0,1.5,45.0,21.0,2015,11,4季度,良,0,1,0,0,0,0
686,2015/11/18,良,92.0,68.0,90.0,7.0,1.1,45.0,9.0,2015,11,4季度,良,0,1,0,0,0,0
687,2015/11/19,轻度污染,102.0,76.0,,4.0,1.7,45.0,2.0,2015,11,4季度,轻度污染,0,0,1,0,0,0
688,2015/11/20,良,88.0,65.0,,9.0,2.3,43.0,3.0,2015,11,4季度,良,0,1,0,0,0,0
689,2015/11/21,良,60.0,43.0,,7.0,2.1,41.0,4.0,2015,11,4季度,良,0,1,0,0,0,0
690,2015/11/22,良,69.0,50.0,,7.0,1.0,39.0,33.0,2015,11,4季度,良,0,1,0,0,0,0
691,2015/11/23,优,39.0,27.0,37.0,10.0,0.7,28.0,51.0,2015,11,4季度,优,1,0,0,0,0,0
692,2015/11/24,良,65.0,45.0,,8.0,1.1,52.0,41.0,2015,11,4季度,良,0,1,0,0,0,0
693,2015/11/25,良,69.0,50.0,22.0,9.0,1.1,37.0,52.0,2015,11,4季度,良,0,1,0,0,0,0
694,2015/11/26,良,55.0,38.0,60.0,11.0,0.9,37.0,56.0,2015,11,4季度,良,0,1,0,0,0,0
695,2015/11/27,重度污染,264.0,214.0,245.0,36.0,2.9,93.0,15.0,2015,11,4季度,重度污染,0,0,0,0,1,0
696,2015/11/28,严重污染,308.0,258.0,254.0,44.0,4.0,102.0,13.0,2015,11,4季度,严重污染,0,0,0,0,0,1
697,2015/11/29,严重污染,302.0,252.0,,38.0,4.9,108.0,21.0,2015,11,4季度,严重污染,0,0,0,0,0,1
698,2015/11/30,严重污染,450.0,343.0,550.0,24.0,6.0,124.0,11.0,2015,11,4季度,严重污染,0,0,0,0,0,1
699,2015/12/1,严重污染,476.0,464.0,454.0,35.0,7.9,133.0,9.0,2015,12,4季度,严重污染,0,0,0,0,0,1
700,2015/12/2,优,24.0,7.0,22.0,3.0,0.3,16.0,47.0,2015,12,4季度,优,1,0,0,0,0,0
701,2015/12/3,优,33.0,10.0,33.0,5.0,0.4,16.0,47.0,2015,12,4季度,优,1,0,0,0,0,0
702,2015/12/4,良,54.0,31.0,58.0,12.0,0.9,43.0,46.0,2015,12,4季度,良,0,1,0,0,0,0
703,2015/12/5,良,77.0,49.0,85.0,17.0,1.4,61.0,40.0,2015,12,4季度,良,0,1,0,0,0,0
704,2015/12/6,中度污染,175.0,132.0,162.0,32.0,2.8,88.0,11.0,2015,12,4季度,中度污染,0,0,0,1,0,0
705,2015/12/7,重度污染,230.0,180.0,199.0,36.0,3.5,93.0,9.0,2015,12,4季度,重度污染,0,0,0,0,1,0
706,2015/12/8,重度污染,295.0,245.0,246.0,20.0,4.3,92.0,7.0,2015,12,4季度,重度污染,0,0,0,0,1,0
707,2015/12/9,重度污染,294.0,244.0,10.0,32.0,3.6,94.0,9.0,2015,12,4季度,重度污染,0,0,0,0,1,0
708,2015/12/10,轻度污染,127.0,96.0,47.0,15.0,1.8,52.0,55.0,2015,12,4季度,轻度污染,0,0,1,0,0,0
709,2015/12/11,良,75.0,48.0,86.0,15.0,1.4,60.0,35.0,2015,12,4季度,良,0,1,0,0,0,0
