,日期,质量等级,AQI,PM2.5,PM10,SO2,CO,NO2,O3,年,月,季度,AQI等级,优,良,轻度污染,中度污染,重度污染,严重污染
0,2014/1/1,良,81.0,45.0,111.0,28.0,1.5,62.0,52.0,2014,1,1季度,良,0,1,0,0,0,0
1,2014/1/2,轻度污染,145.0,111.0,168.0,69.0,3.4,93.0,14.0,2014,1,1季度,轻度污染,0,0,1,0,0,0
2,2014/1/3,良,74.0,47.0,98.0,29.0,1.3,52.0,56.0,2014,1,1季度,良,0,1,0,0,0,0
3,2014/1/4,轻度污染,149.0,114.0,147.0,40.0,2.8,75.0,14.0,2014,1,1季度,轻度污染,0,0,1,0,0,0
4,2014/1/5,轻度污染,119.0,91.0,117.0,36.0,2.3,67.0,44.0,2014,1,1季度,轻度污染,0,0,1,0,0,0
5,2014/1/6,中度污染,182.0,138.0,158.0,46.0,2.4,68.0,12.0,2014,1,1季度,中度污染,0,0,0,1,0,0
6,2014/1/7,轻度污染,145.0,111.0,125.0,34.0,2.0,60.0,43.0,2014,1,1季度,轻度污染,0,0,1,0,0,0
7,2014/1/8,优,27.0,15.0,25.0,13.0,0.5,21.0,53.0,2014,1,1季度,优,1,0,0,0,0,0
8,2014/1/9,优,46.0,27.0,46.0,19.0,0.8,35.0,53.0,2014,1,1季度,优,1,0,0,0,0,0
9,2014/1/10,良,85.0,63.0,94.0,53.0,1.9,71.0,19.0,2014,1,1季度,良,0,1,0,0,0,0
10,2014/1/11,轻度污染,139.0,106.0,128.0,76.0,2.8,90.0,11.0,2014,1,1季度,轻度污染,0,0,1,0,0,0
11,2014/1/12,优,47.0,27.0,47.0,27.0,0.7,39.0,59.0,2014,1,1季度,优,1,0,0,0,0,0
12,2014/1/13,轻度污染,109.0,82.0,107.0,67.0,2.3,78.0,20.0,2014,1,1季度,轻度污染,0,0,1,0,0,0
13,2014/1/14,轻度污染,108.0,82.0,108.0,68.0,2.4,74.0,24.0,2014,1,1季度,轻度污染,0,0,1,0,0,0
14,2014/1/15,轻度污染,125.0,95.0,117.0,66.0,2.7,84.0,18.0,2014,1,1季度,轻度污染,0,0,1,0,0,0
15,2014/1/16,严重污染,402.0,353.0,384.0,109.0,4.6,123.0,20.0,2014,1,1季度,严重污染,0,0,0,0,0,1
16,2014/1/17,重度污染,215.0,165.0,194.0,67.0,2.4,76.0,30.0,2014,1,1季度,重度污染,0,0,0,0,1,0
17,2014/1/18,良,99.0,74.0,81.0,42.0,1.5,61.0,36.0,2014,1,1季度,良,0,1,0,0,0,0
18,2014/1/19,中度污染,151.0,115.0,186.0,71.0,2.5,72.0,41.0,2014,1,1季度,中度污染,0,0,0,1,0,0
19,2014/1/20,优,35.0,8.0,35.0,6.0,0.3,15.0,65.0,2014,1,1季度,优,1,0,0,0,0,0
20,2014/1/21,优,26.0,18.0,25.0,27.0,0.7,34.0,50.0,2014,1,1季度,优,1,0,0,0,0,0
21,2014/1/22,轻度污染,150.0,115.0,138.0,75.0,2.2,93.0,16.0,2014,1,1季度,轻度污染,0,0,1,0,0,0
22,2014/1/23,重度污染,271.0,221.0,263.0,118.0,4.0,125.0,8.0,2014,1,1季度,重度污染,0,0,0,0,1,0
23,2014/1/24,中度污染,197.0,148.0,168.0,79.0,2.8,92.0,23.0,2014,1,1季度,中度污染,0,0,0,1,0,0
24,2014/1/25,优,42.0,24.0,42.0,24.0,1.0,42.0,61.0,2014,1,1季度,优,1,0,0,0,0,0
25,2014/1/26,良,72.0,53.0,81.0,45.0,1.0,47.0,44.0,2014,1,1季度,良,0,1,0,0,0,0
26,2014/1/27,轻度污染,118.0,89.0,120.0,57.0,1.8,60.0,56.0,2014,1,1季度,轻度污染,0,0,1,0,0,0
27,2014/1/28,良,62.0,40.0,75.0,28.0,0.9,38.0,56.0,2014,1,1季度,良,0,1,0,0,0,0
28,2014/1/29,中度污染,155.0,118.0,141.0,71.0,2.3,75.0,32.0,2014,1,1季度,中度污染,0,0,0,1,0,0
29,2014/1/30,良,96.0,72.0,97.0,39.0,1.2,46.0,68.0,2014,1,1季度,良,0,1,0,0,0,0
30,2014/1/31,中度污染,190.0,143.0,182.0,63.0,1.4,48.0,38.0,2014,1,1季度,中度污染,0,0,0,1,0,0
31,2014/2/1,中度污染,179.0,135.0,146.0,52.0,2.0,57.0,12.0,2014,2,1季度,中度污染,0,0,0,1,0,0
32,2014/2/2,良,89.0,66.0,97.0,19.0,1.2,31.0,73.0,2014,2,1季度,良,0,1,0,0,0,0
33,2014/2/3,优,37.0,5.0,32.0,5.0,0.3,8.0,73.0,2014,2,1季度,优,1,0,0,0,0,0
34,2014/2/4,优,40.0,27.0,40.0,19.0,0.6,21.0,68.0,2014,2,1季度,优,1,0,0,0,0,0
35,2014/2/5,轻度污染,117.0,88.0,102.0,53.0,1.6,49.0,42.0,2014,2,1季度,轻度污染,0,0,1,0,0,0
36,2014/2/6,中度污染,157.0,120.0,130.0,66.0,2.0,64.0,39.0,2014,2,1季度,中度污染,0,0,0,1,0,0
37,2014/2/7,轻度污染,133.0,102.0,67.0,33.0,1.6,59.0,30.0,2014,2,1季度,轻度污染,0,0,1,0,0,0
38,2014/2/8,良,90.0,67.0,40.0,23.0,1.2,36.0,66.0,2014,2,1季度,良,0,1,0,0,0,0
39,2014/2/9,优,33.0,9.0,16.0,16.0,0.5,18.0,65.0,2014,2,1季度,优,1,0,0,0,0,0
40,2014/2/10,优,35.0,24.0,28.0,26.0,0.7,38.0,55.0,2014,2,1季度,优,1,0,0,0,0,0
41,2014/2/11,轻度污染,129.0,98.0,111.0,58.0,2.1,77.0,37.0,2014,2,1季度,轻度污染,0,0,1,0,0,0
42,2014/2/12,轻度污染,146.0,111.0,116.0,53.0,2.2,77.0,47.0,2014,2,1季度,轻度污染,0,0,1,0,0,0
43,2014/2/13,重度污染,238.0,188.0,173.0,73.0,2.8,84.0,24.0,2014,2,1季度,重度污染,0,0,0,0,1,0
44,2014/2/14,严重污染,315.0,265.0,295.0,73.0,3.1,95.0,27.0,2014,2,1季度,严重污染,0,0,0,0,0,1
45,2014/2/15,严重污染,428.0,393.0,449.0,100.0,3.8,110.0,25.0,2014,2,1季度,严重污染,0,0,0,0,0,1
46,2014/2/16,严重污染,346.0,296.0,204.0,79.0,3.2,88.0,60.0,2014,2,1季度,严重污染,0,0,0,0,0,1
47,2014/2/17,轻度污染,138.0,105.0,52.0,67.0,2.1,72.0,56.0,2014,2,1季度,轻度污染,0,0,1,0,0,0
48,2014/2/18,良,95.0,71.0,84.0,38.0,1.1,61.0,44.0,2014,2,1季度,良,0,1,0,0,0,0
49,2014/2/19,良,87.0,64.0,72.0,34.0,1.2,60.0,64.0,2014,2,1季度,良,0,1,0,0,0,0
50,2014/2/20,重度污染,214.0,164.0,175.0,45.0,2.2,79.0,30.0,2014,2,1季度,重度污染,0,0,0,0,1,0
51,2014/2/21,严重污染,309.0,259.0,284.0,78.0,2.7,101.0,26.0,2014,2,1季度,严重污染,0,0,0,0,0,1
52,2014/2/22,严重污染,313.0,263.0,300.0,102.0,3.4,102.0,18.0,2014,2,1季度,严重污染,0,0,0,0,0,1
53,2014/2/23,重度污染,261.0,211.0,246.0,130.0,3.6,92.0,14.0,2014,2,1季度,重度污染,0,0,0,0,1,0
54,2014/2/24,严重污染,310.0,260.0,327.0,133.0,4.7,119.0,19.0,2014,2,1季度,严重污染,0,0,0,0,0,1
55,2014/2/25,严重污染,403.0,354.0,389.0,78.0,5.2,122.0,13.0,2014,2,1季度,严重污染,0,0,0,0,0,1
56,2014/2/26,严重污染,366.0,316.0,250.0,81.0,3.7,106.0,18.0,2014,2,1季度,严重污染,0,0,0,0,0,1
57,2014/2/27,优,35.0,16.0,24.0,13.0,0.5,25.0,70.0,2014,2,1季度,优,1,0,0,0,0,0
58,2014/2/28,轻度污染,103.0,78.0,102.0,33.0,1.5,71.0,47.0,2014,2,1季度,轻度污染,0,0,1,0,0,0
59,2014/3/1,良,54.0,38.0,57.0,23.0,0.8,48.0,70.0,2014,3,1季度,良,0,1,0,0,0,0
60,2014/3/2,中度污染,178.0,135.0,165.0,60.0,2.6,93.0,40.0,2014,3,1季度,中度污染,0,0,0,1,0,0
61,2014/3/3,重度污染,268.0,218.0,248.0,96.0,4.2,102.0,18.0,2014,3,1季度,重度污染,0,0,0,0,1,0
62,2014/3/4,良,77.0,57.0,78.0,27.0,1.3,40.0,74.0,2014,3,1季度,良,0,1,0,0,0,0
63,2014/3/5,优,35.0,20.0,35.0,16.0,0.8,35.0,66.0,2014,3,1季度,优,1,0,0,0,0,0
64,2014/3/6,优,39.0,16.0,28.0,14.0,0.6,29.0,77.0,2014,3,1季度,优,1,0,0,0,0,0
65,2014/3/7,良,66.0,48.0,72.0,26.0,1.1,53.0,65.0,2014,3,1季度,良,0,1,0,0,0,0
66,2014/3/8,中度污染,172.0,131.0,166.0,68.0,2.3,92.0,38.0,2014,3,1季度,中度污染,0,0,0,1,0,0
67,2014/3/9,轻度污染,124.0,94.0,118.0,45.0,1.6,68.0,72.0,2014,3,1季度,轻度污染,0,0,1,0,0,0
68,2014/3/10,轻度污染,107.0,81.0,101.0,53.0,1.7,72.0,45.0,2014,3,1季度,轻度污染,0,0,1,0,0,0
69,2014/3/11,重度污染,205.0,155.0,196.0,76.0,2.4,80.0,68.0,2014,3,1季度,重度污染,0,0,0,0,1,0
70,2014/3/12,优,41.0,11.0,23.0,9.0,0.4,26.0,82.0,2014,3,1季度,优,1,0,0,0,0,0
71,2014/3/13,良,62.0,20.0,75.0,14.0,0.6,37.0,77.0,2014,3,1季度,良,0,1,0,0,0,0
72,2014/3/14,良,64.0,21.0,79.0,13.0,0.5,31.0,86.0,2014,3,1季度,良,0,1,0,0,0,0
73,2014/3/15,轻度污染,124.0,94.0,173.0,43.0,1.5,89.0,61.0,2014,3,1季度,轻度污染,0,0,1,0,0,0
74,2014/3/16,轻度污染,148.0,113.0,198.0,76.0,2.1,72.0,97.0,2014,3,1季度,轻度污染,0,0,1,0,0,0
75,2014/3/17,轻度污染,145.0,83.0,241.0,27.0,1.2,50.0,82.0,2014,3,1季度,轻度污染,0,0,1,0,0,0
76,2014/3/18,良,87.0,37.0,124.0,17.0,0.6,36.0,91.0,2014,3,1季度,良,0,1,0,0,0,0
77,2014/3/19,良,72.0,46.0,93.0,17.0,0.8,46.0,78.0,2014,3,1季度,良,0,1,0,0,0,0
78,2014/3/20,优,44.0,10.0,27.0,5.0,0.4,23.0,87.0,2014,3,1季度,优,1,0,0,0,0,0
79,2014/3/21,良,57.0,25.0,64.0,11.0,0.6,43.0,92.0,2014,3,1季度,良,0,1,0,0,0,0
80,2014/3/22,良,82.0,47.0,115.0,16.0,0.8,53.0,96.0,2014,3,1季度,良,0,1,0,0,0,0
81,2014/3/23,中度污染,177.0,134.0,183.0,44.0,1.6,69.0,146.0,2014,3,1季度,中度污染,0,0,0,1,0,0
82,2014/3/24,重度污染,270.0,220.0,249.0,53.0,2.0,93.0,115.0,2014,3,1季度,重度污染,0,0,0,0,1,0
83,2014/3/25,重度污染,250.0,200.0,237.0,43.0,1.6,92.0,159.0,2014,3,1季度,重度污染,0,0,0,0,1,0
84,2014/3/26,严重污染,319.0,269.0,318.0,43.0,2.0,111.0,137.0,2014,3,1季度,严重污染,0,0,0,0,0,1
85,2014/3/27,重度污染,299.0,249.0,300.0,34.0,2.4,107.0,86.0,2014,3,1季度,重度污染,0,0,0,0,1,0
86,2014/3/28,中度污染,168.0,128.0,171.0,25.0,1.7,66.0,90.0,2014,3,1季度,中度污染,0,0,0,1,0,0
87,2014/3/29,良,63.0,39.0,76.0,7.0,0.6,37.0,95.0,2014,3,1季度,良,0,1,0,0,0,0
88,2014/3/30,良,64.0,31.0,78.0,8.0,0.5,58.0,92.0,2014,3,1季度,良,0,1,0,0,0,0
89,2014/3/31,中度污染,176.0,133.0,183.0,35.0,1.8,81.0,89.0,2014,3,1季度,中度污染,0,0,0,1,0,0
90,2014/4/1,轻度污染,137.0,104.0,117.0,17.0,0.9,60.0,125.0,2014,4,2季度,轻度污染,0,0,1,0,0,0
91,2014/4/2,轻度污染,130.0,99.0,159.0,21.0,1.0,58.0,135.0,2014,4,2季度,轻度污染,0,0,1,0,0,0
92,2014/4/3,良,65.0,23.0,80.0,6.0,0.5,36.0,93.0,2014,4,2季度,良,0,1,0,0,0,0
93,2014/4/4,良,91.0,32.0,132.0,8.0,0.6,40.0,100.0,2014,4,2季度,良,0,1,0,0,0,0
94,2014/4/5,良,65.0,22.0,80.0,6.0,0.4,29.0,100.0,2014,4,2季度,良,0,1,0,0,0,0
95,2014/4/6,良,96.0,53.0,143.0,12.0,0.7,58.0,109.0,2014,4,2季度,良,0,1,0,0,0,0
96,2014/4/7,轻度污染,128.0,97.0,176.0,20.0,0.8,62.0,144.0,2014,4,2季度,轻度污染,0,0,1,0,0,0
97,2014/4/8,重度污染,224.0,174.0,237.0,38.0,1.5,82.0,184.0,2014,4,2季度,重度污染,0,0,0,0,1,0
98,2014/4/9,中度污染,159.0,121.0,239.0,19.0,0.9,50.0,145.0,2014,4,2季度,中度污染,0,0,0,1,0,0
99,2014/4/10,重度污染,251.0,87.0,386.0,27.0,1.3,52.0,94.0,2014,4,2季度,重度污染,0,0,0,0,1,0
100,2014/4/11,良,81.0,60.0,112.0,17.0,1.0,60.0,94.0,2014,4,2季度,良,0,1,0,0,0,0
101,2014/4/12,轻度污染,131.0,100.0,136.0,25.0,1.4,75.0,136.0,2014,4,2季度,轻度污染,0,0,1,0,0,0
102,2014/4/13,重度污染,207.0,157.0,190.0,25.0,1.3,71.0,194.0,2014,4,2季度,重度污染,0,0,0,0,1,0
103,2014/4/14,重度污染,279.0,229.0,263.0,33.0,1.9,79.0,188.0,2014,4,2季度,重度污染,0,0,0,0,1,0
104,2014/4/15,轻度污染,120.0,91.0,142.0,16.0,1.0,61.0,130.0,2014,4,2季度,轻度污染,0,0,1,0,0,0
105,2014/4/16,良,82.0,51.0,113.0,12.0,0.7,68.0,80.0,2014,4,2季度,良,0,1,0,0,0,0
106,2014/4/17,轻度污染,120.0,91.0,124.0,19.0,1.4,71.0,101.0,2014,4,2季度,轻度污染,0,0,1,0,0,0
107,2014/4/18,中度污染,183.0,138.0,124.0,17.0,1.5,65.0,115.0,2014,4,2季度,中度污染,0,0,0,1,0,0
108,2014/4/19,良,83.0,61.0,84.0,15.0,0.8,65.0,87.0,2014,4,2季度,良,0,1,0,0,0,0
109,2014/4/20,良,81.0,60.0,80.0,7.0,0.6,54.0,99.0,2014,4,2季度,良,0,1,0,0,0,0
110,2014/4/21,良,67.0,48.0,79.0,7.0,0.6,56.0,107.0,2014,4,2季度,良,0,1,0,0,0,0
111,2014/4/22,良,86.0,58.0,101.0,9.0,0.6,54.0,143.0,2014,4,2季度,良,0,1,0,0,0,0
112,2014/4/23,中度污染,151.0,116.0,147.0,21.0,0.9,41.0,145.0,2014,4,2季度,中度污染,0,0,0,1,0,0
113,2014/4/24,中度污染,151.0,115.0,133.0,19.0,0.9,47.0,140.0,2014,4,2季度,中度污染,0,0,0,1,0,0
114,2014/4/25,中度污染,171.0,129.0,190.0,20.0,1.0,69.0,153.0,2014,4,2季度,中度污染,0,0,0,1,0,0
115,2014/4/26,良,66.0,37.0,82.0,4.0,0.4,28.0,86.0,2014,4,2季度,良,0,1,0,0,0,0
116,2014/4/27,良,73.0,51.0,93.0,6.0,0.6,48.0,127.0,2014,4,2季度,良,0,1,0,0,0,0
117,2014/4/28,良,84.0,61.0,98.0,8.0,0.7,49.0,141.0,2014,4,2季度,良,0,1,0,0,0,0
118,2014/4/29,轻度污染,118.0,89.0,143.0,17.0,0.9,68.0,175.0,2014,4,2季度,轻度污染,0,0,1,0,0,0
119,2014/4/30,轻度污染,136.0,103.0,158.0,19.0,1.0,67.0,200.0,2014,4,2季度,轻度污染,0,0,1,0,0,0
120,2014/5/1,中度污染,159.0,121.0,186.0,19.0,0.8,41.0,161.0,2014,5,2季度,中度污染,0,0,0,1,0,0
121,2014/5/2,优,48.0,23.0,46.0,3.0,0.3,21.0,95.0,2014,5,2季度,优,1,0,0,0,0,0
122,2014/5/3,良,89.0,38.0,127.0,6.0,0.4,43.0,93.0,2014,5,2季度,良,0,1,0,0,0,0
123,2014/5/4,良,55.0,26.0,59.0,3.0,0.3,17.0,87.0,2014,5,2季度,良,0,1,0,0,0,0
124,2014/5/5,良,51.0,23.0,53.0,4.0,0.4,36.0,99.0,2014,5,2季度,良,0,1,0,0,0,0
125,2014/5/6,良,99.0,74.0,124.0,27.0,0.9,61.0,117.0,2014,5,2季度,良,0,1,0,0,0,0
126,2014/5/7,良,85.0,63.0,102.0,12.0,0.9,45.0,103.0,2014,5,2季度,良,0,1,0,0,0,0
127,2014/5/8,良,99.0,74.0,107.0,16.0,1.0,46.0,157.0,2014,5,2季度,良,0,1,0,0,0,0
128,2014/5/9,良,83.0,61.0,106.0,33.0,1.3,52.0,119.0,2014,5,2季度,良,0,1,0,0,0,0
129,2014/5/10,良,69.0,50.0,87.0,27.0,1.2,50.0,107.0,2014,5,2季度,良,0,1,0,0,0,0
130,2014/5/11,优,46.0,24.0,20.0,3.0,0.8,29.0,92.0,2014,5,2季度,优,1,0,0,0,0,0
131,2014/5/12,良,77.0,34.0,68.0,7.0,0.6,44.0,132.0,2014,5,2季度,良,0,1,0,0,0,0
132,2014/5/13,良,87.0,52.0,124.0,10.0,0.7,57.0,109.0,2014,5,2季度,良,0,1,0,0,0,0
133,2014/5/14,良,56.0,17.0,63.0,7.0,0.3,26.0,94.0,2014,5,2季度,良,0,1,0,0,0,0
134,2014/5/15,轻度污染,115.0,59.0,181.0,7.0,0.5,61.0,107.0,2014,5,2季度,轻度污染,0,0,1,0,0,0
135,2014/5/16,良,86.0,45.0,121.0,10.0,0.6,49.0,128.0,2014,5,2季度,良,0,1,0,0,0,0
136,2014/5/17,轻度污染,122.0,56.0,120.0,25.0,1.0,60.0,184.0,2014,5,2季度,轻度污染,0,0,1,0,0,0
137,2014/5/18,中度污染,171.0,77.0,142.0,23.0,0.9,56.0,236.0,2014,5,2季度,中度污染,0,0,0,1,0,0
138,2014/5/19,轻度污染,145.0,106.0,158.0,15.0,1.0,45.0,210.0,2014,5,2季度,轻度污染,0,0,1,0,0,0
139,2014/5/20,轻度污染,105.0,79.0,130.0,9.0,0.9,46.0,157.0,2014,5,2季度,轻度污染,0,0,1,0,0,0
140,2014/5/21,中度污染,169.0,107.0,168.0,25.0,1.5,53.0,234.0,2014,5,2季度,中度污染,0,0,0,1,0,0
141,2014/5/22,中度污染,180.0,136.0,196.0,37.0,1.4,61.0,202.0,2014,5,2季度,中度污染,0,0,0,1,0,0
142,2014/5/23,轻度污染,140.0,81.0,156.0,20.0,0.8,55.0,204.0,2014,5,2季度,轻度污染,0,0,1,0,0,0
143,2014/5/24,轻度污染,101.0,76.0,80.0,6.0,1.0,46.0,143.0,2014,5,2季度,轻度污染,0,0,1,0,0,0
144,2014/5/25,良,88.0,65.0,114.0,2.0,0.7,29.0,95.0,2014,5,2季度,良,0,1,0,0,0,0
145,2014/5/26,良,76.0,22.0,77.0,5.0,0.4,55.0,131.0,2014,5,2季度,良,0,1,0,0,0,0
146,2014/5/27,良,97.0,35.0,145.0,4.0,0.4,42.0,103.0,2014,5,2季度,良,0,1,0,0,0,0
147,2014/5/28,轻度污染,115.0,30.0,87.0,8.0,0.6,55.0,176.0,2014,5,2季度,轻度污染,0,0,1,0,0,0
148,2014/5/29,轻度污染,119.0,42.0,115.0,10.0,0.7,60.0,181.0,2014,5,2季度,轻度污染,0,0,1,0,0,0
149,2014/5/30,重度污染,205.0,84.0,171.0,37.0,1.6,53.0,294.0,2014,5,2季度,重度污染,0,0,0,0,1,0
150,2014/5/31,中度污染,195.0,114.0,215.0,45.0,2.1,58.0,260.0,2014,5,2季度,中度污染,0,0,0,1,0,0
151,2014/6/1,中度污染,164.0,44.0,55.0,2.0,0.6,26.0,229.0,2014,6,2季度,中度污染,0,0,0,1,0,0
152,2014/6/2,良,93.0,26.0,43.0,2.0,0.4,26.0,152.0,2014,6,2季度,良,0,1,0,0,0,0
153,2014/6/3,轻度污染,117.0,33.0,61.0,13.0,0.6,41.0,179.0,2014,6,2季度,轻度污染,0,0,1,0,0,0
154,2014/6/4,轻度污染,123.0,53.0,89.0,9.0,0.8,45.0,185.0,2014,6,2季度,轻度污染,0,0,1,0,0,0
155,2014/6/5,轻度污染,143.0,58.0,93.0,11.0,0.8,41.0,207.0,2014,6,2季度,轻度污染,0,0,1,0,0,0
156,2014/6/6,良,67.0,49.0,71.0,12.0,1.1,39.0,75.0,2014,6,2季度,良,0,1,0,0,0,0
157,2014/6/7,优,50.0,9.0,26.0,2.0,0.3,27.0,100.0,2014,6,2季度,优,1,0,0,0,0,0
158,2014/6/8,良,63.0,27.0,58.0,7.0,0.7,54.0,116.0,2014,6,2季度,良,0,1,0,0,0,0
159,2014/6/9,良,82.0,27.0,53.0,6.0,0.6,43.0,138.0,2014,6,2季度,良,0,1,0,0,0,0
160,2014/6/10,良,89.0,67.0,85.0,6.0,1.2,42.0,115.0,2014,6,2季度,良,0,1,0,0,0,0
161,2014/6/11,良,71.0,40.0,41.0,3.0,0.7,32.0,125.0,2014,6,2季度,良,0,1,0,0,0,0
162,2014/6/12,良,86.0,24.0,56.0,6.0,0.5,39.0,143.0,2014,6,2季度,良,0,1,0,0,0,0
163,2014/6/13,轻度污染,117.0,48.0,84.0,8.0,0.9,41.0,179.0,2014,6,2季度,轻度污染,0,0,1,0,0,0
164,2014/6/14,中度污染,159.0,38.0,68.0,3.0,0.6,38.0,224.0,2014,6,2季度,中度污染,0,0,0,1,0,0
165,2014/6/15,中度污染,176.0,101.0,145.0,14.0,1.2,49.0,241.0,2014,6,2季度,中度污染,0,0,0,1,0,0
166,2014/6/16,中度污染,165.0,126.0,149.0,3.0,1.0,41.0,203.0,2014,6,2季度,中度污染,0,0,0,1,0,0
167,2014/6/17,轻度污染,116.0,88.0,107.0,3.0,0.9,35.0,170.0,2014,6,2季度,轻度污染,0,0,1,0,0,0
168,2014/6/18,轻度污染,115.0,61.0,72.0,4.0,0.7,36.0,176.0,2014,6,2季度,轻度污染,0,0,1,0,0,0
169,2014/6/19,中度污染,158.0,121.0,132.0,5.0,1.2,45.0,159.0,2014,6,2季度,中度污染,0,0,0,1,0,0
170,2014/6/20,良,86.0,44.0,38.0,2.0,0.8,27.0,143.0,2014,6,2季度,良,0,1,0,0,0,0
171,2014/6/21,良,95.0,65.0,63.0,5.0,1.0,34.0,154.0,2014,6,2季度,良,0,1,0,0,0,0
172,2014/6/22,良,89.0,29.0,41.0,2.0,0.6,31.0,147.0,2014,6,2季度,良,0,1,0,0,0,0
173,2014/6/23,轻度污染,111.0,23.0,44.0,2.0,0.5,38.0,172.0,2014,6,2季度,轻度污染,0,0,1,0,0,0
174,2014/6/24,中度污染,158.0,49.0,87.0,6.0,0.7,52.0,223.0,2014,6,2季度,中度污染,0,0,0,1,0,0
175,2014/6/25,轻度污染,134.0,102.0,125.0,10.0,1.2,48.0,170.0,2014,6,2季度,轻度污染,0,0,1,0,0,0
176,2014/6/26,中度污染,167.0,127.0,51.0,4.0,1.1,33.0,207.0,2014,6,2季度,中度污染,0,0,0,1,0,0
177,2014/6/27,良,74.0,19.0,40.0,3.0,0.4,34.0,129.0,2014,6,2季度,良,0,1,0,0,0,0
178,2014/6/28,良,67.0,19.0,45.0,5.0,0.4,42.0,120.0,2014,6,2季度,良,0,1,0,0,0,0
179,2014/6/29,中度污染,154.0,42.0,84.0,11.0,1.0,52.0,219.0,2014,6,2季度,中度污染,0,0,0,1,0,0
180,2014/6/30,中度污染,179.0,73.0,120.0,15.0,1.2,53.0,244.0,2014,6,2季度,中度污染,0,0,0,1,0,0
181,2014/7/1,轻度污染,117.0,89.0,136.0,17.0,1.0,49.0,160.0,2014,7,3季度,轻度污染,0,0,1,0,0,0
182,2014/7/2,良,77.0,55.0,57.0,3.0,0.9,28.0,132.0,2014,7,3季度,良,0,1,0,0,0,0
183,2014/7/3,重度污染,240.0,190.0,103.0,5.0,1.3,40.0,164.0,2014,7,3季度,重度污染,0,0,0,0,1,0
184,2014/7/4,重度污染,238.0,188.0,128.0,4.0,1.3,40.0,199.0,2014,7,3季度,重度污染,0,0,0,0,1,0
185,2014/7/5,中度污染,163.0,124.0,100.0,4.0,1.1,38.0,188.0,2014,7,3季度,中度污染,0,0,0,1,0,0
186,2014/7/6,重度污染,252.0,202.0,155.0,8.0,1.4,36.0,206.0,2014,7,3季度,重度污染,0,0,0,0,1,0
187,2014/7/7,重度污染,215.0,165.0,185.0,9.0,1.2,41.0,195.0,2014,7,3季度,重度污染,0,0,0,0,1,0
188,2014/7/8,轻度污染,138.0,106.0,123.0,9.0,0.9,40.0,154.0,2014,7,3季度,轻度污染,0,0,1,0,0,0
189,2014/7/9,良,60.0,25.0,69.0,6.0,0.6,55.0,107.0,2014,7,3季度,良,0,1,0,0,0,0
190,2014/7/10,轻度污染,113.0,27.0,80.0,8.0,0.5,40.0,174.0,2014,7,3季度,轻度污染,0,0,1,0,0,0
191,2014/7/11,良,81.0,28.0,67.0,5.0,0.5,40.0,137.0,2014,7,3季度,良,0,1,0,0,0,0
192,2014/7/12,良,78.0,12.0,35.0,2.0,0.3,31.0,134.0,2014,7,3季度,良,0,1,0,0,0,0
193,2014/7/13,良,63.0,16.0,52.0,3.0,0.4,40.0,115.0,2014,7,3季度,良,0,1,0,0,0,0
194,2014/7/14,中度污染,154.0,26.0,64.0,4.0,0.5,43.0,219.0,2014,7,3季度,中度污染,0,0,0,1,0,0
195,2014/7/15,轻度污染,140.0,50.0,106.0,7.0,0.6,28.0,204.0,2014,7,3季度,轻度污染,0,0,1,0,0,0
196,2014/7/16,轻度污染,114.0,86.0,111.0,4.0,0.8,42.0,170.0,2014,7,3季度,轻度污染,0,0,1,0,0,0
197,2014/7/17,中度污染,175.0,132.0,135.0,4.0,1.8,41.0,139.0,2014,7,3季度,中度污染,0,0,0,1,0,0
198,2014/7/18,中度污染,188.0,142.0,107.0,7.0,1.7,38.0,209.0,2014,7,3季度,中度污染,0,0,0,1,0,0
199,2014/7/19,轻度污染,109.0,82.0,102.0,3.0,0.8,33.0,168.0,2014,7,3季度,轻度污染,0,0,1,0,0,0
200,2014/7/20,轻度污染,118.0,67.0,91.0,4.0,0.7,26.0,180.0,2014,7,3季度,轻度污染,0,0,1,0,0,0
201,2014/7/21,良,83.0,26.0,43.0,5.0,0.5,24.0,140.0,2014,7,3季度,良,0,1,0,0,0,0
202,2014/7/22,优,39.0,12.0,37.0,7.0,0.5,40.0,78.0,2014,7,3季度,优,1,0,0,0,0,0
203,2014/7/23,良,62.0,26.0,74.0,6.0,0.7,59.0,84.0,2014,7,3季度,良,0,1,0,0,0,0
204,2014/7/24,良,82.0,61.0,112.0,6.0,1.0,68.0,110.0,2014,7,3季度,良,0,1,0,0,0,0
205,2014/7/25,轻度污染,133.0,64.0,91.0,7.0,1.2,43.0,196.0,2014,7,3季度,轻度污染,0,0,1,0,0,0
206,2014/7/26,中度污染,192.0,94.0,135.0,10.0,1.2,41.0,257.0,2014,7,3季度,中度污染,0,0,0,1,0,0
207,2014/7/27,中度污染,197.0,107.0,154.0,18.0,1.0,35.0,262.0,2014,7,3季度,中度污染,0,0,0,1,0,0
208,2014/7/28,中度污染,160.0,122.0,156.0,9.0,0.9,33.0,218.0,2014,7,3季度,中度污染,0,0,0,1,0,0
209,2014/7/29,中度污染,165.0,125.0,149.0,5.0,0.8,28.0,191.0,2014,7,3季度,中度污染,0,0,0,1,0,0
210,2014/7/30,中度污染,157.0,120.0,68.0,3.0,1.4,28.0,170.0,2014,7,3季度,中度污染,0,0,0,1,0,0
